Actor Loss,Critic Loss,Velocities
-2.65971,0.31760284,17.841200220958974
-2.7489161,0.7474438,17.72788804761186
-2.4024732,0.8074514,17.67420799945308
-1.9588851,0.33989164,17.701770639083115
-1.6792514,0.20876588,17.75551317134129
-1.554424,0.48236415,17.806670359866423
-1.5628214,0.5305053,17.644539554748278
-1.7051268,0.6112225,17.92253530985183
-1.9614098,0.23938209,18.031343737331834
-2.2834442,0.22924381,18.072340872415722
-2.5501778,0.39906552,18.23999883889155
-2.6020987,0.6489314,18.033675055624347
-2.4696763,0.44256246,18.268043687468154
-2.2659383,0.33826938,18.16851527601748
-2.1032765,0.24967223,18.253008970913402
-2.0231073,0.26086643,18.61874074600482
-2.001291,0.50571144,20.757232425295996
-2.0440361,0.3182196,20.55594187085964
-2.166685,0.40084526,20.145819255243623
-2.2990832,0.62060976,20.560973191538263
-2.330337,0.2161709,20.866639911675996
-2.4380064,0.41944498,20.907905732478987
-2.3094587,0.52101815,20.829474353233262
-2.1158879,0.3544308,20.681080531111043
-1.9953284,0.35623407,21.06905918477887
-1.9727619,0.50348186,21.13377537574699
-2.105431,0.60960513,21.312909593260994
-2.2727814,0.27879784,20.92703343172915
-2.389407,0.52172863,21.1474957546144
-2.4205282,0.37515602,21.13904940557641
-2.4270952,0.30679858,21.475829166190376
-2.3669486,0.438291,21.46893485498787
-2.3100686,0.19650933,21.70459669624148
-2.256878,0.34328273,21.907862802924086
-2.1948984,0.33684582,22.160710938580724
-2.258933,0.42483783,22.154979808882608
-2.1624904,0.46854693,22.22276033082752
-2.103604,0.31660348,22.35290878645419
-2.0945997,0.37543607,22.547051293477043
-2.217136,0.335283,22.871110269756798
-2.398531,0.41327488,22.893779899501986
-2.763303,0.37062764,22.807217061185174
-2.8101308,0.38968855,22.775127735211925
-2.5140955,0.47530976,22.98744777546165
-2.1876864,0.3044837,23.012384438715383
-2.0593305,0.52439773,23.129492904581497
-2.1416576,0.567726,23.250442998938674
-2.3265777,0.5980353,23.217704927811145
-2.6928413,0.34064955,23.24564954107412
-2.8604136,0.3692348,23.27873983744622
-2.5524292,0.574261,23.290075017587633
-2.2458704,0.44910395,23.353029927560677
-2.0932152,0.32178804,23.09925701112089
-2.1769605,0.6085283,22.985301832219427
-2.518032,0.40129787,22.616220270726952
-2.8032289,0.25148615,22.56579770053871
-2.7424417,0.526027,22.476545086587805
-2.3579297,0.35537255,22.42538101484718
-2.3402438,0.547011,22.332439947124865
-2.3917484,0.22999525,22.040849420757908
-2.318207,0.4576243,22.01841656451709
-2.437532,0.2934827,22.068418549612026
-2.4903917,0.41075385,22.372901637900515
-2.6310632,0.22304082,22.316995103878075
-2.6837738,0.32414144,22.13079376783396
-2.6320558,0.53719676,21.81805649153797
-2.5217586,0.3616935,22.03253603529684
-2.366408,0.30581498,21.97487127889265
-2.3228562,0.46747375,21.746591451163635
-2.5072718,0.3407445,21.80145993190104
-2.7123127,0.2732144,21.592001540303638
-2.7973905,0.41064665,21.648046775126176
-2.4880326,0.58560455,21.471323289332354
-2.2857323,0.36098093,21.579719713798934
-2.1981843,0.29794237,21.87869972489394
-2.2947593,0.36272964,21.952427639967333
-2.6918764,0.3678199,21.794060627456854
-2.9208045,0.21198733,21.696826872863575
-2.8018131,0.5976837,21.56626689758786
-2.442357,0.45338446,21.621230684875307
-2.2880974,0.17249648,21.60137795237939
-2.5118153,0.56849015,21.750971131791648
-2.85104,0.2959428,21.80474212870913
-2.8365989,0.4468811,21.76604240680348
-2.7326431,0.24612771,21.920938687786744
-2.473998,0.27124044,21.984421619023877
-2.3762903,0.29882815,21.923487221120077
-2.4053507,0.3133541,21.80160303928865
-2.5322118,0.30214828,21.60937813487259
-2.83765,0.30237827,21.3245906084647
-3.0506904,0.29261708,21.464152895711802
-2.9259555,0.2828643,21.5242092907239
-2.574941,0.4394833,21.495742725987036
-2.3479903,0.20885663,21.351662041608012
-2.4787197,0.47641206,21.246026157765368
-2.8288925,0.27959967,21.523475022929933
-2.8106704,0.342567,21.81168834109879
-2.4751189,0.6794492,21.69658226089018
-2.2561893,0.25165355,21.731275286321186
-2.426217,0.46597,21.611665339122084
-2.8304808,0.37696525,21.61868900423991
-2.7913485,0.46805722,21.631069689975728
-2.5692194,0.37613806,21.95107528706505
-2.504189,0.21148856,21.770829662020084
-2.5503302,0.22966677,21.943851828608953
-2.7734516,0.2886479,21.986408001813565
-3.1231277,0.20529725,22.036925471118877
-2.7874851,0.6864396,21.939892759179127
-2.4801235,0.29130626,22.107625681271003
-2.2754993,0.36168456,22.126796205488645
-2.3810492,0.5263475,22.04684478490679
-2.6698956,0.40828156,22.16041833610162
-2.910294,0.31891078,22.25181224952649
-2.655541,0.4528026,22.135253982633664
-2.498771,0.2119562,22.17200980238727
-2.4455268,0.23797409,22.237407100554798
-2.6067014,0.3005948,22.035296410577654
-2.8165584,0.32681176,21.802225945695774
-2.8608613,0.33233118,21.711319199816607
-2.642974,0.41752034,22.038927679948703
-2.439614,0.31813473,21.658334464514585
-2.386373,0.35836095,20.50833595215468
-2.5626824,0.5151788,19.358338300728093
-2.8604748,0.60734105,18.208337623025884
-2.868142,0.6049322,17.199802758741402
-2.660726,0.43292415,17.249999599247346
-2.458598,0.4665026,17.249999100015206
-2.3307385,0.53713125,17.25000118072445
-2.5224276,0.36693424,17.249999189502788
-2.584186,0.5771735,17.250001201460446
-2.7107823,0.46319887,17.24999995271575
-2.7181761,0.410011,17.250000022262842
-2.5106287,0.43052667,17.250001253711314
-2.5236588,0.41774148,17.25000084925296
-2.6895478,0.44726965,17.249999999896197
-2.9306364,0.41124183,17.241659845603508
-2.8048306,0.3287292,17.249999434326615
-2.5338945,0.62281,17.25000034437841
-2.377349,0.32435614,17.249999835055235
-2.5055614,0.478351,17.2500003173087
-2.8774076,0.368486,17.18928524170239
-3.1396494,0.3622212,17.2499987085136
-2.746654,0.84547997,17.249998997237054
-2.3798823,0.3765161,17.250000509123552
-2.2855735,0.59336936,17.250001589483826
-2.4281511,0.59883285,17.191879228134802
-2.8779411,0.379947,17.16982987028355
-3.0422573,0.3464312,16.990906005258736
-3.8932712,27.974913,17.224883941058675
-2.9267092,1.8521106,17.512860546702996
-2.1281362,0.29224807,17.76222615090786
-1.8141171,0.7228149,17.7781471026002
-1.8046339,1.2452854,18.04674812967348
-2.6212456,30.653067,18.33027515959498
-3.499466,0.87505746,18.294644404707558
-3.4647446,1.4329041,18.421656178202053
-3.8257794,27.041016,18.50862412187053
-2.641242,2.5317092,18.315007164510384
-1.7273786,0.8395976,18.016670906346306
-1.3698416,1.3624995,15.716673461822806
-1.3426569,1.362894,13.416675477909726
-1.443753,2.0531425,11.500000476521988
-1.7704057,1.6714838,1.5136889334497508
-2.4755955,1.3088989,0.591776105665383
-3.523683,0.48095098,0.591776105665383
-3.3558154,1.2283707,0.591776105665383
-2.4729524,1.6250523,0.591776105665383
-1.9328616,0.7033011,0.591776105665383
-1.6788424,1.307827,0.591776105665383
-1.7454815,1.3192998,0.591776105665383
-2.0566018,0.9425576,0.591776105665383
-2.0619762,79.778496,0.591776105665383
-2.0719779,79.27105,0.591776105665383
-2.0549192,0.7450479,0.591776105665383
-2.5199032,0.7180258,0.591776105665383
-2.7818189,0.4947847,1.3632192137037125
-2.4976923,76.91189,2.5920481846501375
-2.8687224,31.87466,3.4589289475814606
-2.7126188,4.0984974,4.026638065239787
-2.2795818,3.572829,4.733342962797837
-2.0081334,0.6551063,5.858064344979591
-1.8971843,0.9746361,6.362373944448
-2.063353,0.86816406,6.998160006643908
-2.5499716,32.769505,7.978534733510486
-2.9918928,1.040518,8.91191841840966
-3.0703642,0.70721465,9.650435756534266
-2.9283524,1.3056988,10.170158846639435
-2.3105998,0.6897918,10.791614479404913
-1.7404474,3.1685672,11.228364247888567
-1.6414335,1.3583739,11.643459892760122
-1.6314032,3.5731091,11.902809156644656
-1.8135635,1.315093,12.096500823617351
-2.101439,1.658179,12.428423845708235
-2.514917,75.7534,13.162303187620243
-3.0755138,0.5549573,13.563320063514807
-3.7019935,27.861567,14.007247039881769
-3.210876,76.97974,14.456995511558073
-2.513109,1.382165,14.936227455555608
-1.8999643,1.0253677,15.102223198947932
-1.3885667,0.8863686,15.596117137455364
-1.4082977,1.3384331,16.037198048504276
-1.3943256,1.9769756,16.278962030201484
-1.4876759,1.9690814,16.321019977269046
-1.9054081,1.6409338,16.69261649189954
-2.710818,30.785011,17.00347975586681
-3.5724783,1.1526009,17.150346698324313
-3.4227316,2.028732,17.378903894188475
-2.8523333,76.10304,17.35250269483854
-2.2033587,0.58444357,17.58571254130411
-1.8494713,3.4783328,17.612417157314237
-1.7473464,1.1733751,17.71071206198921
-2.0326529,31.360878,17.87087763821156
-2.3199458,1.2222756,18.187388940142018
-2.9565682,0.7295448,18.592501901260455
-2.9649284,1.002207,18.90333296356698
-3.0350764,1.2916394,19.136917694767092
-2.626193,1.1147752,19.45962435209564
-2.274293,0.7588037,19.57401124910605
-1.8613763,0.55626035,19.330649313350257
-1.8397372,75.88847,19.55928789573046
-1.84057,1.0550213,19.610377966986814
-1.8702513,1.027622,19.76050068501786
-2.0366113,3.2822978,19.59516035106617
-2.453915,0.8298,19.85214581352028
-2.4281228,0.603698,20.130547484552267
-2.965144,0.8405906,20.355255369034015
-3.1463947,1.0184216,20.28569421850775
-2.7169943,75.47682,20.56781822762408
-2.4729865,0.6794192,20.670984634724636
-2.185625,0.5222227,20.81290517875601
-2.005082,0.69662493,20.813298077400784
-2.0843976,1.0913699,20.848321755379416
-2.200386,0.8897636,20.83388076646428
-2.6652312,75.2853,21.086176006078695
-2.9954548,74.97594,21.164886148258496
-3.1509187,0.7623896,21.064491108693982
-3.0191958,0.7371423,21.10395579594929
-2.8680518,1.0071124,21.03530521676088
-2.5284686,0.49326807,21.18240545423499
-2.368449,0.4381666,21.101392437937815
-2.2607987,0.661705,21.03142551202249
-2.1203856,3.3957152,20.812955222031302
-2.3264751,1.1207814,21.053795545881474
-3.156703,29.190536,21.11591673951135
-3.3212817,3.886201,21.313959956253594
-3.4003549,0.79506624,21.03423416863446
-3.0955052,1.0903263,21.14302407317193
-2.491736,0.71059614,21.37792912931745
-2.0284228,1.2250471,21.312448490189187
-2.0505457,1.0507416,21.32495323182139
-2.18075,1.0471768,21.29836124469911
-2.4674668,1.1635402,21.58815605089215
-2.7839487,0.66631675,21.757934982871063
-3.1692138,0.55640346,22.014789843779173
-3.4908252,0.81596637,22.165597657654917
-3.1517258,4.089326,22.23985599537881
-2.6305273,0.42562103,22.398638325101935
-2.4100862,0.43354005,22.610674519392557
-2.2798924,1.0154905,22.79991577561986
-2.3555126,0.8151367,22.714474920513883
-3.030205,29.940386,22.85047376909926
-4.375653,28.231007,22.85369190682557
-4.308014,2.4759269,22.6312550194188
-3.0956695,2.5704162,22.733686560111412
-2.1849375,0.527333,22.761361568166212
-1.8057208,0.89415437,22.631693816554968
-1.5204026,1.6460941,22.845279728445842
-1.6464729,1.9455807,22.971330437091336
-1.9405764,2.226729,23.000000491576795
-2.5730643,4.035253,22.99526957865577
-3.5666256,75.26449,22.772103812330432
-3.4526987,1.3916202,22.715107834943407
-2.800764,1.143682,22.758854824165663
-2.8258553,0.58522373,23.000001392385656
-2.631805,0.57904947,22.966808359961128
-2.612495,75.08076,23.000000550694143
-2.617418,0.5950154,22.999998461353012
-2.8317084,0.43444842,22.995687730792945
-2.837744,0.8960955,22.851233579531055
-3.4200559,28.575346,22.999998844164477
-3.7423615,1.0287895,22.852488285005215
-3.208923,4.100582,22.93958819331253
-2.7657995,4.2180195,22.679962463790584
-2.2820907,0.4683156,22.76315176467668
-1.927793,0.5961456,22.78768131461767
-2.0300303,31.90797,22.93574061848271
-2.4419541,1.2341307,22.96221014748002
-2.9267397,0.7485936,22.76963190257829
-3.528018,0.3955539,22.814218225700003
-3.6840434,1.0340099,22.768014437613278
-3.428467,1.1025147,22.733482032591795
-3.0270114,0.75541586,22.548311655976672
-2.4257593,0.66097885,22.50499107680804
-2.3231487,0.67577946,22.301963262618592
-2.302255,0.9177158,22.27806975176421
-2.5903807,0.7338598,22.373417251509487
-2.831499,0.56750464,22.438432713387073
-3.1052744,0.4399387,22.48570891717243
-3.4923096,3.3108454,22.708591141482927
-3.2337337,0.52740824,22.655117334994998
-3.2333694,0.4054542,22.580170304348822
-3.0002117,0.3548468,22.54530715771316
-2.822709,0.34572214,22.7463990163369
-2.7369509,76.09574,22.888190963278742
-2.414313,0.64038885,22.900355759768985
-2.586649,0.617309,22.959781473741312
-2.8247747,0.39514092,22.99999818426746
-3.087504,0.4565441,22.95830715307145
-3.4732802,0.32890463,23.000000361741865
-3.4846735,0.6470919,22.868240964267265
-3.0971546,76.58728,22.84016248967077
-2.8680735,0.5267707,22.80395339329633
-2.4208567,3.3255637,22.71617395306577
-2.4584768,0.61536765,22.738749057395538
-2.519717,0.76747006,22.694832436668236
-2.7856598,0.85509676,22.66112816042534
-2.9031277,0.79628944,22.812431253000753
-3.2840223,0.5435319,22.706621921312884
-4.326372,27.628119,22.94778111948735
-4.976122,27.254353,22.876918014057726
-3.9217963,78.74352,22.94847820179276
-3.3451304,26.306644,23.00000091300257
-2.3843565,3.8245392,22.999999607575198
-1.8426621,0.98433673,23.000001182369775
-1.8466765,1.3568898,22.82823076375405
-1.8481779,2.0321763,22.717611779499038
-2.0066938,2.1881201,22.94479940020848
-2.317061,1.5401473,22.862030194853084
-3.0240922,1.1403021,22.999998619364906
-3.9055274,0.58210814,22.999999305734182
-4.0673523,4.2578163,22.878893260704267
-3.427199,0.91838956,22.99999992415746
-3.305304,1.0091121,22.978741374227678
-2.956935,0.5242238,22.999999964154146
-3.1354234,27.79181,23.000002048504218
-3.1333709,0.50819695,23.00000069050821
-3.3522198,0.38160974,22.988120066246452
-3.3810606,0.6079229,22.952560616696044
-3.5370834,0.5628798,23.000001369626577
-3.1773756,0.32911325,22.999998858675866
-3.78269,27.65956,22.999997096222195
-3.7828038,0.9018675,22.950288643545285
-3.5729399,0.9728384,22.999032141353936
-2.9443717,76.52377,23.00000155316452
-2.7597454,0.6434469,22.802014161509817
-2.6723852,0.58128166,22.849434042086404
-2.672288,0.6101126,22.910272484411408
-3.0338066,0.79928684,22.83965875716984
-3.3623903,0.40846664,23.00000018028626
-3.9823794,102.092804,22.999999088327336
-3.774843,1.4075954,22.84953951424569
-3.7354257,1.0041268,22.879499390831654
-3.4804087,0.5017453,22.878738557891637
-2.6687098,0.7869981,22.999999619911193
-2.7595625,74.12909,22.90262659573405
-2.4266238,0.7557585,22.935865959225584
-2.8913636,74.59036,22.999999978581286
-3.1928823,0.7824299,23.000000533893466
-3.4006333,0.5831506,23.00000100226515
-3.953979,0.59135485,22.776412698333978
-3.7782104,0.5398729,22.592438561959685
-4.043833,26.964273,22.55776083213893
-4.1391172,0.872366,22.714119038456527
-3.4527135,3.51952,22.937162794983216
-2.9682226,0.57093394,22.975978156181842
-2.6120176,74.38887,23.000000707496085
-2.8237367,1.5005791,22.998049121933263
-2.9634907,0.6811925,22.94024955587544
-3.3279037,0.4386935,23.00000001013787
-3.6771014,0.41784465,23.000000115709945
-3.7801397,73.98014,23.00000009295816
-3.9841936,30.248543,23.00000003331308
-4.212797,30.111004,23.000001633482952
-4.196888,2.5843618,22.884955711456705
-3.2268949,1.2738698,22.994536047612556
-2.5887752,0.49822667,22.889038218607205
-2.1396356,1.3955597,22.833958541771253
-2.2079709,1.4077044,22.453160845455386
-2.2358565,75.24012,22.56090240658822
-2.7690926,1.2158713,21.562501924274073
-3.465334,0.8007029,20.41250191480586
-3.9686556,0.6060244,19.262503349844003
-4.081859,0.97482556,18.11250447543033
-4.637628,26.266176,17.249998928763443
-4.754241,26.400366,17.249998996882056
-4.077925,2.9316404,17.249999768284898
-3.4204762,26.962122,17.250001250283507
-3.3489223,0.39705467,17.24999837260623
-3.273482,0.51828647,17.124962568348465
-3.5253263,28.117443,17.24999986195038
-3.9073331,0.63796115,17.250000689911793
-3.8724256,74.846825,17.241932418420785
-3.5713844,0.9652572,17.24999894534989
-3.0365567,1.13231,17.24999905833081
-2.5018296,0.6916257,17.250000735896116
-2.7841675,102.91888,17.250000146703357
-3.3281806,1.1021378,17.249999925744437
-3.874371,1.0729872,17.25000149685599
-3.9419856,0.51536757,17.250001452579525
-3.8743105,1.3476117,17.249998540420826
-3.6610289,1.1604557,17.470791159946693
-3.2836952,0.7974597,20.905624413639067
-2.9604745,0.6790085,21.518304278988058
-2.880004,0.8899473,22.08833678233695
-3.3208623,20.448559,22.487535443711433
-3.6386714,0.527827,22.547788555292044
-4.0870876,0.5390816,22.8529212440178
-4.179438,0.7284516,22.959121785575128
-3.7381973,1.7764565,23.00416705457598
-2.9472642,0.5325508,23.321433444710745
-3.1171665,92.35498,23.262034447691626
-3.437983,0.82559067,23.32028832750397
-3.5906303,19.665726,23.582664340661236
-4.5199223,73.59054,23.8215587049266
-4.067831,74.94233,24.04288141628555
-3.5957484,18.655338,24.275040285218175
-3.6174293,0.85017943,24.426321238518277
-3.239176,0.35119367,24.774041989457114
-3.173931,0.55970347,25.15070449056418
-3.2902813,0.6313994,25.241445792815714
-3.6908913,28.647919,25.61861287489124
-4.160387,0.7213296,25.72953460245718
-4.2479143,0.9375242,25.983733742154204
-3.6553195,1.1805583,26.22334114888643
-3.0721412,0.75445235,26.078178714387345
-3.0057464,0.4655932,2.705066470815517
-3.0344708,1.0292913,1.0940502137285326
-3.1993556,0.86147344,2.4696140412129455
-3.233508,0.44663554,3.5386029030025896
-1.0169005,21580.592,4.540570217027985
-0.3305143,7.121951,5.592852163403735
-0.057145305,10.590102,6.3047698447009575
-0.0018852788,11.526003,7.186597930777731
0.050114647,12.980099,7.940182755383246
0.05304598,12.923698,8.6967969355867
0.017347071,38.51002,9.132979450849783
0.044428475,16.24962,9.611902458424668
0.06415228,21421.904,10.116542542887814
0.027164694,45.019897,10.755778602078156
0.05012416,45.269997,11.284806794403838
0.039868463,12.883463,11.707831317448079
0.05742561,87.67517,12.3185463081251
0.03366384,10.832405,12.798489826969154
0.04922185,11.640195,13.21815193536706
0.05981044,21418.352,13.870665278788632
0.046662636,10.137144,14.286348583105735
0.073866725,11.670412,14.675336813155178
0.049463402,9.759424,14.892643666225009
0.074394405,11.512926,15.500703777221746
0.044508055,8.992975,15.798786176138078
0.04563672,33.73246,16.1103303251801
0.056721807,10.997872,16.51637935077803
0.055651046,7.30911,16.801332890276765
0.050493456,34.26949,17.048711802297213
0.06719938,8.892867,16.91681446260763
0.064954355,31.742558,17.108162501541315
0.07705825,8.735459,17.528160559317282
0.049751863,8.886732,17.738891198599557
0.057078175,85.12198,17.950038388591143
0.07738583,9.635797,18.35961570535133
0.07379407,8.501252,18.50307063720668
0.053742494,8.370029,18.900491403629534
0.050170816,7.5601187,19.30258710704924
0.06494884,21492.402,19.45744077261827
0.07306253,7.606921,19.854345345353558
0.06550784,82.93586,20.06391194735
0.048228353,7.423089,20.26086522984491
0.067915626,8.867318,20.462637731560825
0.07879604,8.311741,20.665165489888004
0.08125542,7.2722673,20.73020261000976
0.07779609,9.440521,20.997003389146972
0.075433396,9.297264,21.221469635435113
0.07375108,7.2009864,21.597298083707997
0.07033598,6.5767746,21.751372640752805
0.049186684,8.363428,21.75272519262124
0.08421104,7.7141166,21.541263992208947
0.058063637,6.507553,21.597673190298043
0.053584043,7.622755,21.59549596545374
0.061558835,6.0755887,21.63013409310359
0.03734301,6.874392,21.65264291217307
0.06698185,7.350642,21.85422615106767
0.039565243,82.91254,21.93043547941043
0.074380726,6.7169323,21.984104022555133
0.04801502,38.38611,22.11013481104436
0.076562375,83.85695,22.166939876939036
0.05417728,6.4037743,22.412137647302377
0.050181963,7.022394,22.291579083194993
0.03741239,8.754869,22.27979493371492
0.033199213,8.063818,22.505819817888312
0.046826802,82.964874,22.763301960100986
0.012060831,7.711109,23.00000031917022
-0.07328063,6.0641966,22.995082664420693
-0.4248843,6.98386,22.999999980511276
-1.6590418,5.73419,22.999999026006968
-7.478234,2.2572184,22.92332409646674
-2.1841645,33.295113,22.89513179582937
-0.68457234,78.14695,22.916523396031177
-0.22024289,4.4560366,22.84113071150328
-0.06727835,5.8153214,22.982776318755086
-0.0036800206,8.02584,22.96844319432724
0.009301552,6.752925,22.999998653703674
0.021338321,7.328397,22.998499470525495
0.024549443,7.1407766,23.000000406169704
0.044998087,83.32745,22.99999975993591
0.0409653,38.122215,22.854240385750902
0.02892743,6.1213565,23.000000497705045
0.03374525,21416.896,23.000000618541282
0.040148612,82.35288,22.99999993302116
0.041529413,82.8682,22.999999689923214
0.057346154,6.5266514,23.00000019637961
0.036688413,6.431842,23.000000980955583
0.06660686,82.728294,23.00000083604054
0.011686622,7.03733,23.000000020157255
0.052533347,83.26901,23.000000649643518
0.048592307,6.8925595,22.99999949984296
0.049268585,5.783086,23.00000048232499
0.05062642,7.8934474,22.978314321375592
0.03573215,8.785847,22.999999140580673
0.04872331,7.8458266,22.999999698763425
0.058509395,7.080431,23.000000819685102
0.060083568,6.9166517,22.91083766307825
0.040622137,7.098513,23.000001942224813
0.04158238,8.204258,22.999999767089005
0.034759145,7.188961,22.999999202862707
0.04360059,6.732917,22.999999666395723
0.07210614,6.6425695,22.93827653701792
0.04682661,6.6706653,23.000001181746924
0.04688695,21415.918,23.0000009593346
0.031047232,8.40027,22.95970870927953
0.035971146,21415.984,23.00000073184639
0.04349504,6.190237,22.998598694162723
0.054062508,6.5565796,22.99999974873258
0.048913594,7.2065287,23.000000731196415
0.03793032,30.245993,22.999999833183463
0.069173835,7.9460564,22.815642862467875
0.049328025,7.093507,22.977754696047903
0.03958714,6.2096915,22.980456628065646
0.08690031,7.3581443,22.999998557131427
0.07852565,7.759658,23.000001904483323
0.07801375,6.7122087,23.000000376065408
0.06531611,6.5880065,23.000000627102956
0.05691582,29.38294,22.999999479831995
0.055518933,7.475098,23.000000911657654
0.04038343,6.7477627,22.931296093763486
0.047680974,8.7906885,22.99999963017295
0.053429764,8.038387,22.999998717902457
0.05468733,7.22974,22.929469450666712
0.048084438,6.951327,22.99999902225736
0.034532823,8.215893,23.000000320721064
0.050995044,7.5258665,22.930504766286653
0.034296025,6.142448,23.00000199277555
0.059218995,6.795994,22.999998956926213
0.057841573,21414.475,22.639303367855387
0.041929517,7.1792364,22.606132823709856
0.06872696,7.4295115,22.84071922646309
0.057441924,21414.736,22.999999257137425
0.03537994,6.105242,23.00000229712305
0.028155144,7.8026247,22.999999959577504
0.046058156,7.3674364,22.99999935347671
0.07290215,7.5200357,23.000000413571648
0.030385053,7.249256,22.961124513319564
0.01939921,5.8906803,22.913739622979826
0.022003382,5.7409873,23.000000161293524
0.05319862,7.370026,22.9533645132334
0.058142193,37.23313,22.999998647859577
0.06058962,6.837805,22.871096100733904
0.055011965,21445.219,22.80815245991355
0.04956128,21446.469,22.886215791086943
0.05327572,6.4794774,23.000000174279787
0.051163074,6.6327295,22.99788717418193
0.08722539,7.731463,22.999999560469842
0.0866753,8.065485,22.8930966176273
0.06799945,6.259718,22.999999526670887
0.086180985,29.813637,22.99999932267027
0.09424048,7.973424,22.982233793406394
0.081478044,5.2837214,22.88462157370728
0.071332134,7.043463,22.999998438830808
0.06590855,7.1333995,22.99999892720995
0.063914105,7.013386,23.000000426098616
0.07129052,7.172248,22.9999992192149
0.078015566,7.2912745,21.945835506919988
0.10080829,35.675095,20.795835619596854
0.07012409,21413.75,19.64583768699532
0.07219076,6.8825965,18.495837628545612
0.07874959,7.057183,17.34583862367934
0.062065043,6.655019,17.25000118847545
0.05221387,6.409093,17.25000066480867
0.083719224,21435.172,17.249999588666274
0.09338862,6.520564,17.250001077424127
0.06178517,7.37324,17.226948254186862
0.10488792,7.3403068,17.249999619205347
0.07536377,6.356367,17.207742532888226
0.077616334,8.014428,17.142136849355573
0.0859227,7.0217743,17.125349741908718
0.08373197,6.376337,17.506858492268375
0.10080462,21412.387,17.366621136257063
0.10142647,6.720191,17.604837146014024
0.07310399,36.77214,17.764599708051975
0.07085073,6.8959913,17.988834128612922
0.11859686,7.4968376,17.999151888282356
0.09114453,37.18208,18.265703743184854
0.07349165,82.85441,20.37418777798121
0.113797344,7.0411777,6.917256627040511
0.0652381,26.717247,4.322624567868565
0.0735441,6.4965506,3.7080172076063436
0.10180779,21412.318,3.381590847037652
0.10026033,6.5210075,3.534647093079799
0.092461504,5.58027,4.3339640776824035
0.10921917,7.469904,4.544843446932139
0.13334969,7.3680267,5.117374203332701
0.10495242,7.6690464,5.831220071953787
0.13452853,7.9882746,6.336588744079087
0.10343103,8.195945,6.6219154248066765
0.10987292,6.505871,6.6302812120246255
0.11917077,6.4985113,6.847854130603759
0.08723685,83.746376,7.15251613604302
0.11252861,6.8609676,7.550245121569218
0.07893035,27.733294,7.6778476020408375
0.0915216,6.687938,7.576993478745984
0.08235062,36.43044,7.7667495126548785
0.090886846,7.445901,8.365913132121166
0.11485332,21412.977,8.524512800471813
0.0803612,7.3324924,8.548170738419772
0.12109697,8.218175,9.001680075087657
0.12459302,21487.918,9.337703502933172
0.095955044,7.346422,9.377630443031507
0.123916954,8.866245,9.740454151704487
0.079095624,6.3570523,9.216953595498762
0.09269656,6.536223,8.93642008228481
0.10740684,27.027805,8.991233394948717
0.10398446,6.96668,6.932230955116401
0.114188805,6.1892095,6.103613443823391
0.1320341,7.06466,5.455054611847909
0.10170913,7.5828986,5.30078109179496
0.13047361,7.230494,5.784595183197589
0.10493142,6.9988413,6.09570843452213
0.05625386,35.665344,6.148407552771322
0.06887958,82.3882,6.539192821397293
0.12722248,35.132774,6.908050611408772
