Actor Loss,Critic Loss
-1.7112705,0.12817284
-1.9914048,0.09602409
-1.9754636,0.08640563
-1.909261,0.16816893
-1.5662746,0.14158629
-1.4305955,0.08415181
-1.6396708,0.2671455
-1.9589052,0.062955864
-2.123625,0.09482241
-1.9124441,0.15795428
-1.8867376,0.22737822
-1.851094,0.08514714
-1.7957656,0.1270786
-1.8265555,0.08694133
-1.9711745,0.10526186
-1.9453125,0.08856478
-2.0663419,0.27304053
-1.9897873,0.09936337
-1.7940359,0.16208714
-1.6243583,0.078183435
-1.8410934,0.124281764
-1.0975777,79.79461
-1.038621,0.8222623
-1.3880823,0.9505752
-2.2609704,0.25430205
-2.2769768,0.38250118
-1.790786,0.3114531
-1.4654799,0.119040474
-1.2980914,0.119854204
-1.3913438,0.2900849
-1.7755263,0.22174832
-2.2930455,0.22240455
-1.4469491,80.10767
-1.1503578,0.40148973
-1.0829982,0.5639689
-1.3532555,0.57610893
-1.9848981,0.698491
-1.7127287,79.20542
-1.5660902,0.21998093
-1.4573874,0.21534573
-1.4357393,0.29101953
-1.6791265,0.25830975
-1.8878516,0.2164228
-1.8248119,0.23290876
-1.4990649,0.1643719
-1.4279466,0.7714547
-1.8758198,0.64065707
-2.2212415,0.21987441
-1.2369058,79.58059
-0.8538177,0.38238102
-0.76883006,1.257152
-0.8542731,1.0451989
-1.1447674,0.8028904
-1.7627716,0.9095075
-2.5830498,0.20823942
-1.5766864,81.257576
-0.8535337,77.53016
-0.63332784,1.1472164
-0.56338733,3.1570039
-0.5877117,1.8755486
-0.7539675,78.57786
-1.0746231,1.2574776
-1.7113876,77.463005
-2.4986062,0.28571472
-1.9688048,1.5476519
-1.3388616,0.43146965
-1.1166327,0.55516595
-1.0459667,77.72166
-1.0360659,0.7204802
-1.2231327,0.67201674
-1.5455115,0.43178532
-1.7481976,77.37403
-1.8336693,0.18910913
-1.6845102,1.4454991
-1.5677335,0.34220827
-1.5840245,0.3183874
-1.7223047,0.29104584
-1.8243295,0.26266512
-1.5243019,77.49196
-1.4785676,0.16946566
-1.5083146,0.3192151
-1.6548374,0.3431669
-1.858959,0.33771318
-2.03912,0.3855105
-1.8603585,1.5467975
-1.227365,79.07454
-0.85861945,0.53605896
-0.69181633,77.62174
-0.7441032,1.175191
-0.817998,1.3934636
-1.1067815,3.7489781
-1.5446876,0.38503158
-2.1090775,4.1755333
-2.2299523,0.5377791
-1.6624272,79.085976
-1.1419662,0.25667816
-0.9182112,78.61387
-0.86184835,0.9491749
-0.90044546,78.10752
-0.90693355,77.397
-1.0201728,3.1018643
-1.6574442,0.7516707
-2.1187243,0.4496186
-2.0740721,1.131402
-1.7318373,77.967964
-1.3501279,0.383623
-1.1255028,0.26160598
-1.0608051,0.4994526
-1.1246247,0.7162018
-1.2272955,0.60851586
-1.4657652,0.57008636
-1.4756141,80.19585
-1.5531735,0.37421972
-1.5710206,0.38428497
-1.554077,0.27371386
-1.5933142,0.2795432
-1.5875616,0.54269826
-1.7104897,77.23435
-1.6222475,0.30159718
-1.5144393,0.1898354
-1.4705216,0.31888175
-1.27437,0.28332984
-1.3374096,2.9602036
-1.3799244,79.91666
-1.3628212,77.33215
-1.4422438,0.24682453
-1.5272083,0.2801888
-1.4969418,0.22350582
-1.5653372,77.09326
-1.5555261,0.23185073
-1.5551834,0.2249943
-1.5433195,0.28951412
-1.419898,0.18996587
-1.2588229,78.644104
-1.2023824,3.2265422
-1.318759,0.3889717
-1.1702676,76.78295
-1.3081421,0.40760046
-1.0301244,76.57987
-0.3323589,76.027855
-2.75093,3.313044
-2.1677523,77.0359
-0.9557622,2.260486
-0.71028113,0.76893526
-0.19748314,150.6076
0.43461356,76.39633
1.646488,75.014885
-0.22889002,11.22567
-1.4651284,2.8465672
-2.4170198,0.45358437
-2.58473,79.351265
-2.2410102,1.1622491
-1.574698,3.8140097
-1.2056389,0.22219518
-0.93184173,77.42399
-0.75951976,0.73991394
-0.79131174,78.06227
-0.794973,0.8571436
-0.9283096,0.96434015
-1.0100946,2.0678856
-1.3946326,0.6732353
-1.5345612,78.22208
-1.8922081,77.623955
-1.7930436,79.386925
-1.498123,77.70972
-1.371596,0.45432904
-1.2503119,0.2995874
-1.2859436,0.24380398
-1.2403034,0.35441953
-1.4088249,0.122009836
-1.2858331,78.5306
-1.2830993,0.23037252
-1.4660816,5.8907495
-1.4822311,77.43923
-1.5087428,77.378006
-1.4581815,0.5758702
-1.7164786,0.34533316
-1.5320125,0.28060558
-1.5914929,0.18912813
-1.7237856,0.36654234
-1.5519532,0.3863262
-1.2322538,0.54145825
-1.1040349,0.31140655
-1.0973,0.5452949
-1.3032153,3.3419993
-1.2601666,77.07322
-1.3379681,77.573395
-1.4262638,0.2691409
-1.4125621,0.23818356
-1.4978082,1.4955521
-1.2031665,154.25659
-1.361136,2.9777598
-1.0305665,77.20757
-1.0517958,0.4534984
-1.3007219,3.0513935
-1.435698,0.27062362
-1.3801227,77.14046
-1.4672142,0.33642516
-1.5736446,0.40673798
-1.310761,78.06062
-1.0066373,2.045434
-1.0515245,0.525969
-1.1154655,0.356304
-1.3506944,0.60603154
-1.0615063,2.862961
-1.5206696,4.3118353
-1.6589005,0.31486183
-1.8061827,0.20314257
-1.6247232,0.71866494
-1.4985905,0.2793608
-1.2487177,0.5187934
-1.0621083,0.30932558
-1.1017812,77.26666
-1.1924609,2.070811
-1.278554,0.5380705
-1.497159,0.33847937
-1.5318677,1.9009075
-1.8125532,0.17957985
-1.9569517,3.001045
-1.8537722,0.28376082
-1.2193029,82.35578
-1.153522,0.23847169
-0.94756186,0.6921214
-0.9529573,0.4977781
-0.8416861,0.722649
-1.0209414,77.40346
-1.2175385,0.51851505
-1.2837436,77.25445
-1.4673586,1.7752057
-1.7883613,0.13994902
-1.678606,3.0397732
-1.6459723,0.34448403
-1.5591956,0.12734495
-1.4543711,0.27926898
-1.4594365,0.14138462
-1.2837173,80.750885
-1.1123085,77.281235
-0.90825343,1.3769802
-0.86520654,77.64867
-0.88165593,0.60279465
-0.97474116,0.56025195
-1.0957985,0.5842626
-1.4996551,0.6389385
-1.5130095,77.00912
-1.6368083,77.79485
-1.3105711,3.0840611
-1.3433874,0.43628
-1.155215,0.32739803
-1.400636,2.0953596
-1.3320082,0.35691425
-1.5453112,0.5620987
-1.2834688,1.4073836
-1.3934994,0.41930115
-1.3758259,153.19543
-1.2021024,0.27118647
-1.1965406,0.45341372
-1.1088558,0.34312475
-1.4663281,0.48862413
-1.535942,0.33761656
-1.4614286,79.73874
-1.3702033,76.69213
-0.83078057,76.30789
-0.85363805,0.55737233
-1.1457791,0.82286626
-0.88579476,75.568275
-1.3527876,0.7271363
-1.6748247,0.8210324
-1.4729424,0.6859169
-1.1699402,150.53601
-0.7264908,0.901622
-0.82989144,1.2906058
-1.1985703,3.2225335
-1.4940724,0.7499898
-1.4870733,2.956258
-1.3224323,0.30659628
-1.4204373,0.39713648
-1.1148515,76.31192
-1.3701383,76.553345
-1.3103123,0.40825737
-1.496788,2.858394
-1.5064458,0.24285558
-1.620373,3.1898074
-1.695998,0.19979899
-1.4496497,76.44411
-1.4169284,0.23269215
-1.3985373,0.20907092
-1.4987555,0.42596206
-1.1337668,3.0579963
-1.2632691,2.8661406
-1.3968439,0.18470666
-1.5194647,0.2705199
-1.4415675,76.47333
-1.5287994,0.320531
-1.487338,0.2938708
-1.4036947,0.40779257
-1.2318554,0.21358825
-1.4525942,2.6623993
-1.4902041,3.0995512
-1.5733942,0.25755566
-1.6963601,0.18196547
-1.3742514,2.9120061
-1.5195282,2.6626608
-1.4426793,0.26939663
-1.5291216,0.25880075
-1.3259015,78.03877
-1.1892364,76.22181
-1.132468,1.2690171
-1.3296554,0.7400578
-1.6682539,0.41677958
-1.8614914,0.22427043
-1.8402632,0.9447073
-0.9400696,79.78975
-0.8066157,0.4224303
-0.62480384,1.1413506
-0.59534436,0.98083496
-0.95074165,1.7475376
-0.9535466,77.14663
-1.1919034,0.7249644
-1.415081,0.3645744
-1.613904,76.1178
-1.6949296,0.30057216
-1.483295,77.01983
-1.3516202,0.5875484
-1.0690081,0.46653867
-1.0891547,0.44999266
-0.95003724,0.5771386
-1.2811532,0.5496181
-1.2973235,76.271126
-1.461925,3.06948
-1.46191,2.7608159
-1.6032233,0.3785384
-1.7171019,0.31152722
-1.7821327,0.36780965
-1.7461224,3.1565063
-1.5540965,0.41540366
-1.4613808,0.41297847
-1.4407783,0.5992706
-1.3979034,0.29118496
-1.4373351,0.16675435
-1.4271019,0.25328466
-1.4787712,77.10039
-1.704226,0.19667085
-1.2749674,158.34558
-1.3566691,0.32632726
-1.3813431,0.6614403
-1.2092843,0.26319993
-1.5636085,0.47556922
-1.7433916,76.53335
-1.7914186,0.34804046
-1.4989502,4.437703
-1.1535915,2.9512112
-1.3297337,0.6200378
-1.1641579,0.5568198
-1.4917228,0.58448
-1.491596,76.067
-1.7585018,0.3417335
-1.5613568,76.1028
-1.6568387,0.59545815
-1.2064316,0.22225055
-1.2408307,0.3489149
-1.4890573,2.7433555
-1.5073867,0.36954495
-1.5342923,0.35128337
-1.4776536,3.9652185
-1.6873351,0.26101536
-1.6902391,0.2207906
-1.6958716,0.19156349
-1.5819488,0.13890785
-1.6999763,0.23509337
-1.5724447,3.1061332
-1.7747118,0.12268448
-1.4552358,79.611725
-1.5096202,0.14602146
-1.8381456,0.091062814
-1.6725945,2.7669818
-1.6981589,0.09696227
-1.5180674,0.16910955
-1.6026206,0.2533344
-1.7233633,76.66654
-1.6667484,0.21007407
-1.7241194,3.1620867
-1.7008623,0.2764637
-1.8358804,0.2551561
-1.7224878,0.4607545
-1.3594356,0.11566763
-1.0914644,78.32752
-0.97354007,0.6466987
-1.0154476,1.1021149
-1.0731894,0.39935964
-1.4983164,0.57341594
-1.6934564,0.27010572
-2.2008164,0.1723063
-2.0787284,0.42175135
-1.7968135,0.2934001
-1.7129991,0.40995365
-1.4120018,77.28507
-1.2618752,0.40049523
-0.89889675,77.00712
-1.043474,3.7838717
-1.2813927,0.77479106
-1.3887125,3.1557856
-1.7085513,0.39975783
-2.0840244,0.28171578
-1.9716086,0.9345144
-1.7566818,0.47231585
-1.5117813,3.0944839
-1.0647569,76.250496
-1.2265489,78.21172
-1.3596106,0.72231597
-1.693346,0.54487574
-1.5068474,78.43537
-1.6306596,76.15593
-1.0285506,75.83443
-0.6977909,0.8896064
-0.47514385,1.5791612
-1.2405194,1.3986182
-1.5740428,1.0024235
-1.5260661,2.898557
-1.7036214,0.7262507
-1.6298866,0.19307005
-1.60173,0.38762754
-1.592581,0.38383824
-1.5392041,2.8239079
-1.7698389,0.13189153
-1.8856132,0.09402624
-2.0404363,1.7936437
-1.8429239,77.85099
-1.5386063,77.81828
-1.4631402,0.22295839
-1.6537163,0.3630488
-1.5278014,0.09564481
-1.624928,0.38960823
-1.8515034,0.2463513
-1.8463087,0.10665956
-2.141245,0.18776469
-2.0268147,0.16222432
-1.7611222,0.78878754
-1.4978112,0.23668844
-1.5282042,0.32115903
-1.4819953,76.994316
-1.6217413,0.28311107
-1.5331122,0.1582898
-2.1016512,0.28663477
-2.1935678,2.8141875
-2.011713,0.520449
-1.7854476,0.12614574
-1.5850177,0.118894495
-1.4379784,0.24957311
-1.4105778,4.22468
-1.5959493,0.37939775
-1.8159394,0.28369227
-2.0538244,0.13152564
-2.1436963,0.2113528
-1.9315032,3.2081451
-1.8364586,0.30655634
-1.4585124,1.6670685
-1.5272282,0.3347707
-1.2483866,77.11399
-1.4661537,0.2771613
-1.7022654,1.37692
-1.918673,0.6217102
-1.9358385,0.14223525
-2.0968125,0.37113845
-2.3303323,0.18361604
-1.8755329,0.26295727
-1.7355938,0.25071594
-1.5971797,0.1915234
-1.2741878,76.75588
-1.1133765,76.28669
-0.904871,78.22504
-0.8332356,0.86542785
-0.7444142,76.178406
-1.2671182,1.3305786
-1.4115015,3.1079705
-2.097105,0.8707837
-2.0601158,1.1853061
-1.6215382,1.0016598
-1.1610559,75.439026
-0.902081,4.0191536
-1.0556555,1.0146865
-1.3430885,0.9695205
-1.7295309,0.6631156
-2.0758705,0.30215245
-2.1410937,0.5097449
-2.0460618,0.44761172
-1.4635024,77.811806
-1.4963396,0.20417775
-1.5089836,0.4890495
-1.6893921,3.347045
-1.7550112,0.22873917
-1.7010133,76.72879
-1.6417215,2.7613447
-1.8994426,1.7987
-1.9564329,0.16754982
-1.9409084,0.506384
-1.632488,76.8065
-1.5426593,0.25813377
-1.5313568,0.36252406
-1.6961923,76.10736
-1.2448559,78.26086
-1.2294238,0.6033431
-1.2078028,3.2179654
-1.5035273,0.9278606
-1.5341147,1.1407039
-1.8036174,0.94457597
-2.125968,2.6026669
-2.0432794,0.46094224
-1.9848615,75.85749
-1.8161802,0.33569148
-1.6611946,0.47394776
-1.5089005,0.58726496
-1.3385587,152.28067
-1.5420611,1.5679684
-1.8111196,0.5439309
-1.9642966,76.18742
-1.6681554,0.34701204
-1.6421295,76.166084
-1.3431882,75.49721
-1.0738056,75.27468
-0.9756961,1.4969991
-0.47361994,76.35575
-0.59521204,75.15766
-0.6611901,6.00334
-1.9089477,3.576478
-2.0428877,3.8218365
-1.7625529,0.34264618
-1.6091436,0.29854855
-1.7843736,0.9441565
-2.080145,1.0760812
-2.2931259,0.78422093
-2.398922,0.87123936
-2.3702445,0.57404906
-2.3600712,0.2971909
-2.3769917,3.6296341
-2.1159198,0.15878081
-2.2632015,0.26197654
-2.1163192,0.3099768
-2.120472,0.447304
-1.780795,0.29593906
-1.7302231,0.09291537
-1.6747776,0.17135397
-1.6670806,77.62998
-1.8403983,2.970085
-1.9186199,0.35381365
-2.2128644,0.075655185
-1.9966488,77.90974
-1.9758537,0.15278128
-1.9395552,0.41256857
-1.8148128,1.8647852
-1.6932986,0.29287395
-1.8802788,2.8997102
-1.9164034,0.20788668
-1.9339142,0.23510365
-2.1464953,0.31650335
-2.0198426,0.42900255
-1.8876138,0.15813592
-1.8999865,0.23055957
-1.7171891,0.6948145
-1.5853826,0.45148066
-1.6234504,3.0068598
-1.7242477,0.39473385
-1.9515576,0.25636852
-2.20041,0.112713315
-2.3458753,0.3194086
-2.30284,0.14328548
-2.0852556,0.18385269
-1.9323697,0.19485584
-2.020093,0.2579594
-2.0519462,0.31413543
-2.046802,0.2701773
-2.4070578,0.12928563
-2.092235,78.75181
-2.2561042,0.7091253
-1.8861394,0.11399198
-1.8891566,0.32419106
-1.8019738,77.93169
-2.0061378,3.281571
-2.1106484,0.12671518
-2.30264,0.15714814
-2.259463,0.2651457
-2.2122004,0.25878438
-2.0581656,0.11703012
-1.779195,0.56272745
-1.2876186,79.11803
-1.3725297,78.02049
-1.487789,0.9998303
-1.7169607,0.8366364
-2.2448087,0.72210175
-2.2716675,153.54063
-2.3726027,0.43611246
-1.8097332,2.185882
-1.636615,0.3299361
-1.740103,0.3972663
-1.6563058,1.0252101
-1.8639387,0.5495523
-2.007265,0.64577734
-2.0661094,1.8738871
-2.4560926,0.5530515
-2.2231116,0.32602456
-2.0736628,76.43882
-1.8565817,0.26945195
-1.6944382,0.2943261
-2.0247657,0.40885893
-1.9232018,0.44812936
-2.1212447,0.26034373
-2.191144,3.1516387
-2.3552814,0.11277523
-2.1929226,0.4108558
-2.0717678,0.22339961
-1.839816,0.2980457
-1.8920275,0.27953175
-1.7147712,0.27116865
-2.2679079,0.2298286
-2.550737,0.269445
-2.3818672,0.15616441
-2.520738,0.45258558
-2.2554033,0.21064538
-2.11325,0.12789337
-2.0166037,3.192153
-2.0157657,0.18759045
-2.0604239,0.3149798
-1.7409409,81.077034
-1.7429318,1.0703257
-1.523402,80.67026
-1.9089301,0.61617243
-2.0020676,0.35103658
-2.0619512,79.10389
-2.259939,0.25979137
-2.1099617,0.30453375
-1.9996321,0.45096618
-2.2336698,0.32759124
-1.6868101,2.9526887
-1.9943969,3.2258878
-2.124183,0.5216296
-1.9552149,0.5877478
-2.1034198,0.5591526
-1.9752389,0.5261875
-1.7712572,2.8407276
-2.0032046,0.21127123
-2.3661447,0.3474599
